Fund House,Scheme Type,Scheme Category,Scheme Code,Scheme Name,NAV,Date
Kotak Mahindra Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151382,Kotak Banking & Financial Services Fund - Regular Plan - IDCW Payout,14.397,14-10-2024
Kotak Mahindra Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151383,Kotak Banking & Financial Services Fund - Direct Plan - IDCW Payout,14.784,14-10-2024
Kotak Mahindra Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151384,Kotak Banking & Financial Services Fund - Direct Plan - Growth,14.785,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151389,Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund-Regular Plan-IDCW Option,11.4265,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151390,Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-Growth Option,11.4624,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151391,Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-IDCW Option,11.4624,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151392,Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Regular Plan-Growth Option,11.4265,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151397,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - IDCW,11.423,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151398,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - Growth,11.3381,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151399,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - IDCW,11.3388,14-10-2024
PGIM India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151404,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, Growth Option",11.3863,14-10-2024
PGIM India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151405,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, IDCW Option",10.7037,14-10-2024
PGIM India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151406,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, IDCW Option",10.7384,14-10-2024
PGIM India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151407,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, Growth Option",11.4212,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151408,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,11.6108,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151409,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR GROWTH,11.5632,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151410,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR IDCW,10.4066,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151411,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT IDCW,10.7555,14-10-2024
Mirae Asset Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151412,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,15.988,14-10-2024
Mirae Asset Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151413,Mirae Asset Flexi Cap Fund - Direct Plan -  IDCW,15.941,14-10-2024
Mirae Asset Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151414,Mirae Asset Flexi Cap Fund - Regular Plan - Growth,15.595,14-10-2024
Mirae Asset Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151415,Mirae Asset Flexi Cap Fund - Regular Plan - IDCW,15.6,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - Gold ETF,151416,Mirae Asset Gold ETF,74.9058,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151417,Kotak Nifty SDL Jul 2033 Index Fund Regular Plan Growth Option,11.6217,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151418,Kotak Nifty SDL Jul 2033 Index Fund Direct Plan IDCW,11.3275,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151419,Kotak Nifty SDL Jul 2033 Index Fund Regular Plan IDCW,11.6217,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151420,Kotak Nifty SDL Jul 2033 Index Fund Direct Plan Growth Option,11.6699,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151425,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct IDCW Payout,11.6454,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151426,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular IDCW Payout,11.5775,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151427,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct Growth,11.6434,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151428,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular Growth,11.5773,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151433,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-GROWTH,11.3792,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151434,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-IDCW,11.3792,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151435,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN-GROWTH,11.4181,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151436,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN- IDCW,11.4179,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151439,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-Growth Option,11.4114,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151440,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-Growth Option,11.4425,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151441,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-IDCW Option,11.4114,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151442,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-IDCW Option,11.4425,14-10-2024
Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,151443,Bank of India Multi Cap Fund Direct Plan - Growth,18.51,14-10-2024
Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,151444,Bank of India Multi Cap Fund Direct Plan - IDCW,18.49,14-10-2024
Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,151445,Bank of India Multi Cap Fund Regular Plan - Growth,18.21,14-10-2024
Bank of India Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,151446,Bank of India Multi Cap Fund Regular Plan - IDCW,18.21,14-10-2024
DSP Mutual Fund,Close Ended Schemes,Income,151447,DSP FMP Series - 270 - 1144 Days - Regular - Growth,11.3124,14-10-2024
DSP Mutual Fund,Close Ended Schemes,Income,151448,DSP FMP Series - 270 - 1144 Days - Regular - IDCW,11.3123,14-10-2024
DSP Mutual Fund,Close Ended Schemes,Income,151449,DSP FMP Series - 270 - 1144 Days - Direct - Growth,11.3309,14-10-2024
DSP Mutual Fund,Close Ended Schemes,Income,151450,DSP FMP Series - 270 - 1144 Days - Direct - IDCW,11.3311,14-10-2024
SBI Mutual Fund,IL&FS Mutual Fund,IDF,151451,SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Direct Plan- Growth,11.3336,14-10-2024
SBI Mutual Fund,IL&FS Mutual Fund,IDF,151452,SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Direct Plan- Income Distribution Cum Capital Withdrawal Payout,11.3327,14-10-2024
SBI Mutual Fund,IL&FS Mutual Fund,IDF,151453,SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Regular Plan- Income Distribution Cum Capital Withdrawal Payout,11.3071,14-10-2024
SBI Mutual Fund,IL&FS Mutual Fund,IDF,151454,SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Regular Plan- Growth,11.3073,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151455,HDFC Nifty SDL Oct 2026 Index Fund - Growth Option,11.3633,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151456,HDFC Nifty SDL Oct 2026 Index Fund - Growth Option - Direct Plan,11.3934,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151457,HDFC MNC Fund - Growth Option,15.028,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151458,HDFC MNC Fund - Growth Option - Direct Plan,15.318,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151459,HDFC MNC Fund - IDCW Option,15.028,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151460,HDFC MNC Fund - IDCW Option - Direct Plan,15.318,14-10-2024
HDFC Mutual Fund,Close Ended Schemes,Income,151465,HDFC FMP 2638D February 2023 - Growth Option,11.6286,14-10-2024
HDFC Mutual Fund,Close Ended Schemes,Income,151467,HDFC FMP 2638D February 2023 - Quarterly IDCW Option,10.2094,14-10-2024
HDFC Mutual Fund,Close Ended Schemes,Income,151468,HDFC FMP 2638D February 2023 - IDCW Option,11.6286,14-10-2024
HDFC Mutual Fund,Close Ended Schemes,Income,151469,HDFC FMP 2638D February 2023 - Quarterly IDCW Option - Direct Plan,10.2113,14-10-2024
HDFC Mutual Fund,Close Ended Schemes,Income,151470,HDFC FMP 2638D February 2023 - Growth Option - Direct Plan,11.6774,14-10-2024
Navi Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151471,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN GROWTH,15.0053,14-10-2024
Navi Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151472,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - REGULAR PLAN GROWTH,14.7555,14-10-2024
Navi Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151473,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN IDCW PAYOUT,15.0124,14-10-2024
Navi Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151474,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - REGULAR PLAN IDCW PAYOUT,14.814,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Dividend Yield Fund,151475,SBI Dividend Yield Fund - Direct Plan - Income Distribution cum Capital Withdrawal (IDCW) Option,16.1566,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Dividend Yield Fund,151476,SBI Dividend Yield Fund - Regular Plan - Growth,15.8827,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Dividend Yield Fund,151477,SBI Dividend Yield Fund - Regular Plan - Income Distribution cum Capital Withdrawal (IDCW) Option,15.8825,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Dividend Yield Fund,151478,SBI Dividend Yield Fund - Direct Plan - Growth,16.1551,14-10-2024
HSBC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151479,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - Growth,11.2889,14-10-2024
HSBC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151480,HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - Growth,11.2397,14-10-2024
HSBC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151481,HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - IDCW,11.2398,14-10-2024
HSBC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151482,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - IDCW,11.2891,14-10-2024
UTI Mutual Fund,IL&FS Mutual Fund,IDF,151483,UTI Fixed Term Income Fund Series XXXVI - I (1574 Days) - Regular Plan - Growth Option,11.3924,14-10-2024
UTI Mutual Fund,IL&FS Mutual Fund,IDF,151484,UTI Fixed Term Income Fund Series XXXVI - I (1574 Days) - Direct Plan - Payout of IDCW Option,10.9669,14-10-2024
UTI Mutual Fund,IL&FS Mutual Fund,IDF,151485,UTI Fixed Term Income Fund Series XXXVI - I (1574 Days) - Direct Plan - Growth Option,11.4673,14-10-2024
UTI Mutual Fund,IL&FS Mutual Fund,IDF,151486,UTI Fixed Term Income Fund Series XXXVI - I (1574 Days) - Regular Plan - Payout of IDCW Option,10.8931,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151487,UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Direct Plan - Growth Option,11.4168,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151488,UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Regular Plan - Growth Option,11.3732,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151489,HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option - Direct Plan,11.7476,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151490,HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option,11.7113,14-10-2024
ICICI Prudential Mutual Fund,Close Ended Schemes,Income,151491,ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Growth,11.3017,14-10-2024
ICICI Prudential Mutual Fund,Close Ended Schemes,Income,151492,ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Direct Plan - IDCW,11.3468,14-10-2024
ICICI Prudential Mutual Fund,Close Ended Schemes,Income,151493,ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Direct Plan - Growth,11.3466,14-10-2024
ICICI Prudential Mutual Fund,Close Ended Schemes,Income,151494,ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - IDCW,11.3017,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151495,HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option - Direct Plan,11.4921,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151496,HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option,11.4617,14-10-2024
Axis Mutual Fund,Close Ended Schemes,Income,151501,Axis Fixed Term Plan - Series 112 (1143 Days) - Direct Plan - Growth,11.3846,14-10-2024
Axis Mutual Fund,Close Ended Schemes,Income,151503,Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan - Quarterly IDCW Payout,11.3465,14-10-2024
Axis Mutual Fund,Close Ended Schemes,Income,151504,Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan -  Half Yearly IDCW Payout,11.3463,14-10-2024
Axis Mutual Fund,Close Ended Schemes,Income,151506,Axis Fixed Term Plan - Series 112 (1143 Days) - Regular  Plan - Growth,11.3463,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,151523,UTI Long Duration Fund - Direct Plan - Growth Option,11.7718,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,151524,UTI Long duration Fund - Direct Plan - Quarterly IDCW Option,11.7718,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,151525,UTI Long Duration Fund - Direct Plan - Annual IDCW Option,11.2923,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,151526,UTI Long Duration Fund - Direct Plan - Flexi IDCW Option,11.6227,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,151527,UTI Long Duration Fund - Regular Plan - Growth Option,11.5985,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,151528,UTI Long Duration Fund - Regular Plan - Quarterly IDCW Option,11.5986,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,151529,UTI Long Duration Fund - Regular Plan - Half Yearly IDCW Option,11.5985,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,151530,UTI Long Duration Fund - Direct Plan - Half Yearly IDCW Option,11.7719,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,151531,UTI Long Duration Fund - Regular Plan - Annual IDCW Option,11.1214,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,151532,UTI Long Duration Fund - Regular Plan - Flexi IDCW Option,11.5987,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,151533,Aditya Birla Sun Life CRISIL Liquid Overnight ETF - IDCW Daily Reinvestment with Weekly Payout,1000,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,151546,Bandhan US TREASURY BOND 0-1 YEAR Fund of Fund - REGULAR PLAN - GROWTH,10.997,11-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,151547,Bandhan US TREASURY BOND 0-1 YEAR Fund of Fund - REGULAR PLAN- IDCW,10.997,11-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,151548,Bandhan US TREASURY BOND 0-1 YEAR Fund of Fund - DIRECT PLAN - GROWTH,11.0072,11-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,151549,Bandhan US TREASURY BOND 0-1 YEAR Fund of Fund - DIRECT PLAN - IDCW,11.0072,11-10-2024
SBI Mutual Fund,IL&FS Mutual Fund,IDF,151556,SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Regular Plan - Growth,11.268,14-10-2024
SBI Mutual Fund,IL&FS Mutual Fund,IDF,151557,SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Payout,11.2681,14-10-2024
SBI Mutual Fund,IL&FS Mutual Fund,IDF,151558,SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Payout,11.2937,14-10-2024
SBI Mutual Fund,IL&FS Mutual Fund,IDF,151559,SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Direct Plan - Growth,11.2933,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151560,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular Growth,11.3759,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151561,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular IDCW,11.3759,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151562,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct Growth,11.4224,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151563,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct IDCW,11.4221,14-10-2024
HDFC Mutual Fund,Close Ended Schemes,Income,151564,HDFC FMP 1269D March 2023 - Growth Option,11.1959,14-10-2024
HDFC Mutual Fund,Close Ended Schemes,Income,151565,HDFC FMP 1269D March 2023 - Growth Option - Direct Plan,11.24,14-10-2024
HDFC Mutual Fund,Close Ended Schemes,Income,151566,HDFC FMP 1269D March 2023 - IDCW Option,11.1959,14-10-2024
HDFC Mutual Fund,Close Ended Schemes,Income,151567,HDFC FMP 1269D March 2023 - IDCW Option - Direct Plan,11.24,14-10-2024
HDFC Mutual Fund,Close Ended Schemes,Income,151568,HDFC FMP 1269D March 2023 - Quarterly IDCW Option,10.0585,14-10-2024
HDFC Mutual Fund,Close Ended Schemes,Income,151569,HDFC FMP 1269D March 2023 - Quarterly IDCW Option - Direct Plan,10.0602,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151570,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option - Direct Plan,11.2894,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151571,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option,11.2627,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,151572,ICICI Prudential Nifty PSU Bank ETF,66.9423,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151573,Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - IDCW Option,10.5882,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151574,Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - Growth Option,11.4086,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151575,Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - IDCW Option,10.7036,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151576,Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - Growth Option,11.3552,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151577,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct Growth,11.2729,14-10-2024
ICICI Prudential Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151578,ICICI Prudential Innovation Fund - Direct Plan - IDCW,18.7,11-10-2024
ICICI Prudential Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151579,ICICI Prudential Innovation Fund - Growth,18.37,11-10-2024
ICICI Prudential Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151580,ICICI Prudential Innovation Fund - Direct Plan - Growth,18.7,11-10-2024
ICICI Prudential Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151581,ICICI Prudential Innovation Fund - IDCW,18.38,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151582,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular IDCW,11.2234,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151583,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular Growth,11.2239,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151584,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct IDCW,11.2764,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,151585,Axis BSE Sensex ETF,83.3123,14-10-2024
Axis Mutual Fund,Close Ended Schemes,Income,151586,Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Growth,11.2301,14-10-2024
Axis Mutual Fund,Close Ended Schemes,Income,151587,Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Quarterly IDCW,11.2301,14-10-2024
Axis Mutual Fund,Close Ended Schemes,Income,151588,Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Growth,11.1892,14-10-2024
Axis Mutual Fund,Close Ended Schemes,Income,151589,Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Quarterly IDCW,11.191,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151590,Invesco India Nifty G-sec Jul 2027 Index Fund - Regular - Growth,1125.6618,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151591,Invesco India Nifty G-sec Jul 2027 Index Fund - Regular - IDCW Payout,1125.6739,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151592,Invesco India Nifty G-sec Jul 2027 Index Fund - Direct - IDCW Payout,1128.3192,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151593,Invesco India Nifty G-sec Jul 2027 Index Fund - Direct - Growth,1128.3205,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151594,Invesco India Nifty G-sec Sep 2032 Index Fund - Regular - Growth,1145.0643,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151595,Invesco India Nifty G-sec Sep 2032 Index Fund - Regular - IDCW Payout,1145.0468,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151596,Invesco India Nifty G-sec Sep 2032 Index Fund - Direct - IDCW Payout,1147.6766,14-10-2024
Invesco Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151597,Invesco India Nifty G-sec Sep 2032 Index Fund - Direct - Growth,1147.6757,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,151602,Kotak Silver ETF Fund of Fund - Regular Plan - Growth Option,12.2764,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,151603,Kotak Silver ETF Fund of Fund - Direct Plan - Growth Option,12.3632,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,151604,Mirae Asset Nifty 100 Low Volatility 30 ETF,210.0631,14-10-2024
NJ Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151609,NJ ELSS Tax Saver Scheme Regular Growth,15.73,14-10-2024
NJ Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151610,NJ ELSS Tax Saver Scheme Regular IDCW,15.73,14-10-2024
NJ Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151611,NJ ELSS Tax Saver Scheme Direct Growth,16.11,14-10-2024
NJ Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151612,NJ ELSS Tax Saver Scheme Direct IDCW,16.11,14-10-2024
