Fund House,Scheme Type,Scheme Category,Scheme Code,Scheme Name,NAV,Date
UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,100684,UTI Aggressive Hybrid Fund - Regular Plan - Growth,405.4529,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,100685,UTI Aggressive Hybrid Fund - Regular Plan - IDCW,46.0594,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,100723,UTI MMF-Discontinued - Regular Plan -Growth,6750.1112,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,100724,UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,3642.247,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,100725,UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,2441.1442,14-10-2024
UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100739,UTI MNC Fund - Regular Plan - IDCW,216.4096,14-10-2024
UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100740,UTI - MNC Fund - Regular Plan - Growth Option,419.7363,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,100741,UTI Medium to Long Duration Fund- Regular Plan - Growth,69.6543,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,100742,UTI Medium to Long Duration Fund - Regular Plan - Quarterly IDCW,17.8897,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,100784,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth,40.6996,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100785,Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),16.457,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100786,Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),18.6783,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100787,Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),17.2214,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100788,Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),16.9313,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100789,Sundaram Corporate Bond Fund Regular Plan- Growth,37.9749,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,100793,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),11.6469,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,100794,Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),36.855,14-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,100795,Sundaram Small Cap Fund Regular Plan - Growth,269.3401,14-10-2024
UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100806,UTI Healthcare Fund - Regular Plan - IDCW,224.3668,14-10-2024
UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100807,UTI Healthcare Fund - Regular Plan - Growth Option,290.3072,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,100813,UTI Overnight Fund - Regular Plan - Periodic IDCW,1730.1247,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,100814,UTI - Overnight  Fund - Regular Plan - Growth Option,3358.3881,14-10-2024
UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100820,UTI ELSS Tax Saver Fund - Regular Plan - IDCW,40.994,14-10-2024
UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100821,UTI ELSS Tax Saver Fund - Regular Plan - Growth Option,214.5822,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,171.2047,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,100823,UTI Nifty 50 Index Fund - Regular Plan - IDCW,86.2527,14-10-2024
Kotak Mahindra Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100833,Kotak Liquid Fund Regular Plan Daily Reinvestment of Income Distribution cum capital withdrawal option,1222.81,14-10-2024
Kotak Mahindra Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100835,Kotak Liquid Fund Regular Plan Growth,5027.0452,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100837,Nippon India Liquid Fund - Retail Option - Growth Plan,5397.8113,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100838,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,1034.6554,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100842,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,1524.28,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100843,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,1331.153,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100844,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,1219.3713,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100851,Nippon India Liquid Fund -Growth Plan,6069.5721,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100852,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,1528.74,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100853,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,1531.1053,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100855,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,1589.9454,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100856,Nippon India Corporate Bond Fund - Growth Plan - Growth Option,56.5648,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100857,NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,11.6454,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100858,NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,11.9673,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,100859,Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,40.3981,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100864,LIC MF ELSS Tax Saver-Regular Plan-IDCW,33.1298,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100865,LIC MF ELSS Tax Saver-Regular Plan-Growth,158.2565,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100868,HDFC Liquid Fund - Growth Plan,4879.6986,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100874,HDFC Liquid Fund - IDCW Plan Weekly,1032.3734,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100875,HDFC Liquid Fund - IDCW Daily,1019.82,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,100876,HDFC Liquid Fund - IDCW Monthly,1029.1331,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,100900,HDFC Childrens Gift Fund - Growth Plan,294.615,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Contra Fund,100915,SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),68.2944,11-10-2024
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,100927,SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),21.57,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,100928,SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),20.2526,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,100929,SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),24.7695,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,100948,Franklin India Debt Hybrid Fund - Growth,86.9466,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,100949,Franklin India Debt Hybrid Fund - Plan A - Monthly - IDCW,13.5352,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,100950,Franklin India Debt Hybrid Fund - Plan A - Quarterly - IDCW,12.5583,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,100968,SBI Conservative Hybrid Fund - Regular Plan - Growth,70.2208,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,100999,SBI Magnum Gilt Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),19.4227,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,101001,SBI MAGNUM GILT FUND - REGULAR PLAN - GROWTH,63.1636,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund with 10 year constant duration,101002,SBI MAGNUM CONSTANT MATURITY FUND - REGULAR PLAN - GROWTH,60.0659,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund with 10 year constant duration,101003,SBI Magnum Constant Maturity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),19.5355,14-10-2024
Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,101042,Tata Gilt Securities Fund -Regular Plan- Growth Option,74.3482,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,101044,Franklin India Floating Rate Fund - IDCW ,10.2739,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,101048,Franklin India Floating Rate Fund - Growth Plan,38.4764,14-10-2024
Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,101049,Tata Gilt Securities Fund - Regular Plan - Payout of IDCW Option,20.6094,14-10-2024
quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,101065,quant Mid Cap Fund - Growth Option - Regular Plan,240.0232,14-10-2024
quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,101066,quant Mid Cap Fund - IDCW Option - Regular Plan,85.3284,14-10-2024
quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,101069,quant Absolute Fund-IDCW Option - Regular Plan,59.7861,14-10-2024
quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,101070,quant Absolute Fund - Growth Option - Regular Plan,433.4556,14-10-2024
quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,101071,quant Multi Asset Fund - IDCW Option - Regular Plan,127.0052,14-10-2024
quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,101072,quant Multi Asset Fund-GROWTH OPTION - Regular Plan,138.5457,14-10-2024
JM Financial Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,101078,JM Liquid Fund (Regular) - Daily IDCW,10.4302,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,101083,HDFC Gilt Fund - Growth Plan,52.7138,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,101084,HDFC Gilt Fund - IDCW Plan,12.0333,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,101127,ICICI Prudential Child Care Fund (Gift Plan) - Cumulative,322.17,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,101143,ICICI Prudential Multi-Asset Fund - IDCW,33.7322,11-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,101144,ICICI Prudential Multi-Asset Fund - Growth,715.1477,11-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,101161,Nippon India Multi Cap Fund-Growth Plan-Growth Option,304.1187,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,101162,Nippon India Multi Cap Fund-Growth Plan-Bonus Option,304.1187,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,101163,NIPPON INDIA MULTI CAP FUND - IDCW Option,70.1423,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,101165,ICICI Prudential Short Term Fund - Monthly IDCW,12.1048,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,101169,SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH,107.3017,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,101181,JM Medium to Long Duration Fund (Regular) - Bonus Option- Principal Units,24.0113,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,101184,LIC MF Liquid Fund-Regular Plan-Daily IDCW,1000.1751,14-10-2024
LIC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,101185,LIC MF Liquid Fund-Regular Plan-Growth,4497.975,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,101187,Baroda BNP Paribas GILT FUND - Regular Plan - Growth Option,40.298,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,101188,Baroda BNP Paribas GILT FUND - Regular Plan - IDCW Option,23.9188,14-10-2024
LIC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,101198,LIC MF BSE Sensex Index Fund-Regular Plan-IDCW,52.4903,14-10-2024
LIC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,101199,LIC MF BSE Sensex Index Fund-Regular Plan-Growth,153.1416,14-10-2024
LIC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,101200,LIC MF Nifty 50 Index Fund-Regular Plan-IDCW,51.1004,14-10-2024
LIC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,101201,LIC MF Nifty 50 Index Fund-Regular Plan-Growth,138.5219,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,101206,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,3983.0106,14-10-2024
Taurus Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,101209,Taurus Large Cap Fund - Regular Plan - Growth,161.34,14-10-2024
Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,101222,Tata Hybrid Equity Fund- Regular Plan - Periodic Payout of IDCW Option,98.4425,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,101228,ICICI Prudential Multicap Fund - Growth,806.87,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,101232,Franklin India Short-Term Income Plan-Growth,5149.4099,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,101236,Franklin India Short Term Income Plan -  Retail Plan - Monthly - IDCW,1436.9029,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,101238,Franklin India Short Term Income Plan -  Retail Plan - Quarterly - IDCW,1494.8231,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,101242,Franklin India Short Term Income Plan -  Retail Plan - Weekly - IDCW,1301.4839,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,101244,Franklin India Short-Term Income Plan-Institutional Plan - Growth,4256.4773,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,101262,Nippon India Power & Infra Fund-Growth Plan -Growth Option,370.4382,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,101263,Nippon India Power & Infra Fund-Growth Plan-Bonus Option,370.4382,14-10-2024
Nippon India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,101264,NIPPON INDIA POWER & INFRA FUND - IDCW Option,76.3196,14-10-2024
LIC Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,101271,LIC MF Children's Fund-Regular Plan-Growth,34.6121,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,101281,HDFC Index Fund - BSE Sensex Plan - Growth Plan,753.7401,14-10-2024
SBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,101295,SBI ESG Exclusionary Strategy Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),75.9862,11-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,101303,DSP Short Term Fund - Regular Plan - Regular Plan - IDCW - Weekly,10.2031,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,101304,DSP Short Term Fund - Regular Plan - Growth,44.0836,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,101305,DSP Short Term Fund - Regular Plan - IDCW,12.467,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,101306,DSP Short Term Fund - IDCW - Monthly,11.5484,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,101313,Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW,25.8059,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,101314,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan,252.525,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,101316,Aditya Birla Sun Life Savings Fund-Retail Growth,502.2238,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,101317,Aditya Birla Sun Life Savings Fund - Growth - Regular Plan,518.9955,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,101349,ICICI Prudential Nifty 50 Index Fund - Cumulative Option,250.8782,14-10-2024
ICICI Prudential Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,101351,ICICI Prudential All Seasons Bond Fund - Weekly IDCW,10.8938,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,101356,Franklin India Money Market Fund Retail Option - Quarterly - IDCW,10.8919,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,101357,Franklin India Money Market Fund - Growth Option,47.514,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,101373,Kotak Bond Short Term Plan-(Growth),49.3576,14-10-2024
Baroda BNP Paribas Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,101407,Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option,3474.9275,14-10-2024
Baroda BNP Paribas Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,101408,Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option,4211.4888,14-10-2024
Tata Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,101491,Tata Young Citizens' Fund -Regular Plan-Growth Option,63.1998,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,101525,HDFC Index Fund-NIFTY 50 Plan - Growth Plan,236.4661,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,101530,SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),277.4995,11-10-2024
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,101538,Sundaram Mid Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),70.3255,14-10-2024
